time(ms),time,memory(KB),memory,country,continent,program_vocabulary,program_length,calculated_estimated_program_length,volume,difficulty,effort,loc,slocP,lsloc,comments,blankLine,cyclomatic_complexity,numberOfFunction,gender
31 ms,31,600 KB,600,China,Asia,91,531,501.5981141,3455.638954,70,241894.7268,62,45,40,17,5,22,4,female
405 ms,405,40600 KB,40600,South Korea,Asia,100,579,567.2905595,3846.792734,44.66666667,171823.4088,97,60,48,37,12,27,6,female
109 ms,109,31400 KB,31400,India,Asia,70,514,360.541081,3150.451471,78.46551724,247201.8042,97,73,63,24,10,23,3,female
46 ms,46,4000 KB,4000,China,Asia,91,571,501.8524417,3715.95074,46.74,173683.5376,69,46,43,23,3,26,1,female
296 ms,296,4000 KB,4000,Taiwan,Asia,96,567,537.6344164,3733.673738,48.08181818,179521.8218,85,73,68,12,5,20,4,female
46 ms,46,4000 KB,4000,China,Asia,92,579,508.6701412,3777.142373,47.88,180849.5768,69,46,43,23,3,26,1,female
61 ms,61,16800 KB,16800,Germany,Europe,59,400,290.8572701,2353.05722,46.25,108828.8964,63,54,50,9,4,17,1,female
62 ms,62,4200 KB,4200,China,Asia,85,567,460.0105131,3634.124661,46.125,167624,58,48,46,10,2,32,5,female
77 ms,77,31400 KB,31400,India,Asia,69,441,352.7497745,2693.859285,45.09375,121476.2172,62,50,49,12,1,19,2,female
62 ms,62,15800 KB,15800,Poland,Europe,62,440,307.3464548,2619.846377,43.24137931,113285.7709,74,63,59,11,4,22,1,female
46 ms,46,15800 KB,15800,China,Asia,74,584,385.5385456,3626.320766,46.42105263,168337.6271,99,67,61,32,6,18,3,female
795 ms,795,16000 KB,16000,Syria,Asia,61,408,303.4631705,2419.740834,54.52173913,131928.4785,96,70,52,26,18,21,4,female
140 ms,140,27600 KB,27600,China,Asia,99,684,561.9099458,4534.479928,64.4516129,292254.545,85,70,63,15,7,27,1,female
358 ms,358,800 KB,800,Belarus,Europe,74,553,385.6555921,3433.827711,80.22857143,275491.0918,75,62,52,13,10,30,2,female
93 ms,93,35600 KB,35600,Bangladesh,Asia,67,409,339.9564924,2481.030479,33.91666667,84148.28374,86,74,67,12,7,23,3,female
514 ms,514,16100 KB,16100,Bangladesh,Asia,81,463,432.9647657,2935.350551,62.43243243,183261.075,84,59,46,25,13,21,9,female
30 ms,30,200 KB,200,China,Asia,71,560,366.1306865,3443.858387,76.78125,264423.7518,83,75,74,8,1,25,3,female
61 ms,61,4000 KB,4000,India,Asia,66,529,333.3240179,3197.484489,67.2,214870.9577,73,68,68,5,0,24,2,female
31 ms,31,19700 KB,19700,China,Asia,92,519,508.4501668,3385.728655,50.89795918,172326.6789,88,63,51,25,12,13,3,female
62 ms,62,17200 KB,17200,India,Asia,57,395,277.6324012,2303.991556,51.70454545,119126.8361,74,63,55,11,8,20,1,female
62 ms,62,17000 KB,17000,Unknown,Unknown,58,457,289.1465005,2677.097315,33.76470588,90391.40345,87,60,51,27,9,19,2,female
62 ms,62,15800 KB,15800,India,Asia,50,450,242.4407955,2539.735285,28.5,72382.45563,77,53,49,24,4,12,1,female
62 ms,62,17200 KB,17200,Russia,AsiaEurope,61,415,301.7363383,2461.255995,59.90384615,147438.7005,73,54,41,19,13,20,1,female
109 ms,109,31700 KB,31700,Indonesia,Asia,98,657,552.6400215,4345.864368,70.34482759,305709.0797,113,77,54,36,23,21,2,female
919 ms,919,4000 KB,4000,China,Asia,75,457,393.7950768,2846.570142,41.87096774,119188.6466,82,48,48,34,0,12,2,female
140 ms,140,4000 KB,4000,Iran,Asia,74,473,386.1246381,2937.071442,65.84848485,193401.7043,97,50,36,47,14,15,2,female
296 ms,296,19000 KB,19000,Russia,AsiaEurope,67,404,341.8710649,2450.700033,37.05769231,90817.28776,69,54,46,15,8,18,2,female
62 ms,62,900 KB,900,Belarus,Europe,72,600,372.3949821,3701.955001,90.52941176,335135.8086,82,68,57,14,11,32,2,female
78 ms,78,15900 KB,15900,India,Asia,87,459,473.5443757,2957.311065,37.13636364,109823.7791,75,56,52,19,4,20,2,female
46 ms,46,9500 KB,9500,France,Europe,73,491,380.0574174,3039.203858,81.29032258,247057.862,81,63,51,18,12,20,1,female
108 ms,108,27300 KB,27300,China,Asia,100,724,567.9056641,4810.151881,54.02459016,259866.484,82,75,75,7,0,37,4,female
62 ms,62,11900 KB,11900,China,Asia,82,433,439.3544556,2752.820018,38.0952381,104869.334,84,53,46,31,7,16,2,female
46 ms,46,1100 KB,1100,Russia,AsiaEurope,65,465,328.3421192,2800.401033,68.25,191127.3705,67,51,45,16,6,21,2,female
187 ms,187,31600 KB,31600,India,Asia,73,485,378.9461511,3002.064911,68.4,205341.2399,75,60,60,15,0,22,4,female
46 ms,46,11800 KB,11800,China,Asia,108,566,625.4073436,3823.266326,41.68181818,159360.6919,69,46,45,23,1,22,4,female
139 ms,139,32100 KB,32100,India,Asia,59,463,290.159225,2723.663732,57.91304348,157735.6561,98,78,69,20,9,17,3,female
140 ms,140,3900 KB,3900,China,Asia,68,484,346.3298602,2946.332015,74,218028.5691,59,52,52,7,0,18,1,female
171 ms,171,4000 KB,4000,China,Asia,68,484,346.3298602,2946.332015,74,218028.5691,59,52,52,7,0,18,1,female
234 ms,234,15800 KB,15800,Unknown,Unknown,66,486,336.5164318,2937.575542,36.75,107955.9012,71,46,41,25,5,10,1,female
124 ms,124,63100 KB,63100,India,Asia,46,501,242.2149912,2767.30454,22,60880.69988,88,57,46,31,11,21,4,female
46 ms,46,9100 KB,9100,Russia,AsiaEurope,66,580,333.3240179,3505.748589,81,283965.6357,102,91,89,11,2,26,1,female
810 ms,810,13300 KB,13300,South Korea,Asia,99,634,557.6636341,4203.012097,42.09433962,176923.0187,83,55,50,28,5,24,5,female
62 ms,62,16100 KB,16100,China,Asia,65,507,327.3557123,3053.340481,56.82142857,173495.1681,107,56,56,51,0,13,3,female
62 ms,62,4200 KB,4200,Iran,Asia,66,406,333.3240179,2454.024012,54,132517.2967,84,51,41,33,10,17,3,female
62 ms,62,32300 KB,32300,China,Asia,76,621,398.842491,3879.962986,76,294877.1869,89,67,60,22,7,24,3,female
31 ms,31,300 KB,300,China,Asia,99,587,561.1962231,3891.432336,39.55737705,153934.8562,98,62,52,36,10,14,3,female
93 ms,93,16900 KB,16900,Japan,Asia,80,472,425.7903187,2983.950061,51.51282051,153711.6839,85,50,44,35,6,14,1,female
46 ms,46,15900 KB,15900,Serbia,Europe,52,486,247.1756287,2770.413703,23.44736842,64958.91077,100,69,50,31,19,27,2,female
62 ms,62,16800 KB,16800,India,Asia,0,0,0,0,0,0,80,50,44,30,6,12,1,female
31 ms,31,700 KB,700,Russia,AsiaEurope,73,471,380.0574174,2915.407367,75.19354839,219219.8249,78,55,51,23,4,17,1,female
46 ms,46,19500 KB,19500,China,Asia,75,479,392.2479866,2983.604153,48.75,145450.7024,67,57,57,10,0,11,2,female
62 ms,62,8600 KB,8600,Kazakhstan,AsiaEurope,85,563,460.2145365,3608.487097,58.5,211096.4952,102,44,32,58,12,20,3,female
61 ms,61,15800 KB,15800,China,Asia,77,637,405.551932,3991.943026,48.23076923,192534.4829,115,67,62,48,5,19,3,female
108 ms,108,19500 KB,19500,India,Asia,67,554,341.2590864,3360.613412,61.48148148,206615.4912,93,57,49,36,8,19,3,female
139 ms,139,75900 KB,75900,Bangladesh,Asia,62,385,309.4603455,2292.365579,29.29166667,67147.20843,109,63,33,46,30,17,2,female
61 ms,61,800 KB,800,Ukraine,Europe,77,419,406.0022373,2625.783561,51,133914.9616,74,62,57,12,5,17,3,female
93 ms,93,16600 KB,16600,Vietnam,Asia,100,640,565.1081736,4252.067961,44.18181818,187864.0936,92,64,64,28,0,31,5,female
31 ms,31,16000 KB,16000,China,Asia,83,583,446.5546348,3716.647988,78.75,292686.0291,85,51,48,34,3,18,3,female
77 ms,77,700 KB,700,Cuba,North America,68,486,347.0121354,2958.506941,66.56896552,196944.7465,83,69,58,14,11,22,1,female
108 ms,108,47400 KB,47400,Bangladesh,Asia,88,580,480.5611817,3746.470339,75.02380952,281074.4771,99,73,59,26,14,25,10,female
93 ms,93,5900 KB,5900,China,Asia,98,602,552.6400215,3982.055326,51.03448276,203222.1339,83,49,46,34,3,19,4,female
296 ms,296,15900 KB,15900,India,Asia,75,534,392.9423377,3326.189181,52.18181818,173566.5991,115,67,40,48,27,26,6,female
171 ms,171,16000 KB,16000,Singapore,Asia,66,553,336.5164318,3342.549948,64.75,216430.1091,97,53,33,44,20,20,7,female
592 ms,592,16000 KB,16000,South Korea,Asia,81,540,432.75063,3423.519002,76.38157895,261493.7869,94,50,42,44,8,19,3,female
78 ms,78,15800 KB,15800,Russia,AsiaEurope,92,567,508.1677,3698.859629,92,340295.0859,85,66,58,19,8,23,4,female
61 ms,61,15700 KB,15700,India,Asia,0,0,0,0,0,0,91,68,61,23,7,27,4,female
62 ms,62,15700 KB,15700,India,Asia,0,0,0,0,0,0,91,68,61,23,7,27,4,female
78 ms,78,31900 KB,31900,Singapore,Asia,80,575,426.3322913,3635.108655,58.90909091,214140.9462,92,68,60,24,8,24,3,female
249 ms,249,63300 KB,63300,Japan,Asia,75,560,394.3401072,3488.138467,54.75,190975.5811,65,57,54,8,3,19,3,female
78 ms,78,900 KB,900,South Korea,Asia,70,639,359.7107722,3916.611848,88.69354839,347378.2024,101,71,62,30,9,28,1,female
46 ms,46,900 KB,900,Germany,Europe,67,511,340.3026944,3099.771576,75.34482759,233551.755,88,65,48,23,17,23,3,female
171 ms,171,31600 KB,31600,Russia,AsiaEurope,74,673,385.8508604,4178.962115,51.76470588,216322.7448,129,60,35,69,25,21,2,female
109 ms,109,16000 KB,16000,Unknown,Unknown,63,396,314.1308434,2367.00285,46.875,110953.2586,118,80,55,38,25,22,2,female
61 ms,61,36100 KB,36100,Russia,AsiaEurope,90,491,494.5555318,3187.49987,46.375,147820.3065,98,54,46,44,8,10,2,female
483 ms,483,15900 KB,15900,Bangladesh,Asia,66,535,333.6312234,3233.750854,52.94827586,171221.5323,96,57,44,39,13,26,3,female
46 ms,46,8200 KB,8200,China,Asia,96,712,536.4270818,4688.493301,83.82352941,393006.0561,100,77,72,23,5,25,2,female
109 ms,109,31600 KB,31600,Bangladesh,Asia,61,340,302.2137048,2016.450695,28.08,56621.93551,89,52,42,37,10,18,2,female
62 ms,62,18100 KB,18100,China,Asia,83,631,448.094519,4022.649881,85.75,344942.2273,119,90,89,29,1,28,6,female
514 ms,514,20000 KB,20000,Bangladesh,Asia,84,582,453.2640759,3720.32874,86.53846154,321951.5256,108,77,63,31,14,28,10,female
529 ms,529,700 KB,700,Philippines,Asia,81,680,432.9647657,4311.098002,93.94594595,405010.1799,103,95,90,8,5,31,4,female
46 ms,46,4000 KB,4000,Bulgaria,Europe,85,517,461.2380824,3313.655114,70.77777778,234533.1453,115,84,65,31,19,21,7,female
62 ms,62,32900 KB,32900,Georgia,AsiaEurope,71,628,365.6422056,3862.041191,62.22857143,240329.3061,85,65,58,20,7,19,1,female
748 ms,748,19800 KB,19800,Jordan,Asia,74,606,385.6555921,3762.92874,57.38571429,215938.3535,83,67,62,16,5,29,4,female
78 ms,78,26700 KB,26700,China,Asia,105,688,600.5529308,4619.400916,45.47368421,210061.1785,107,76,70,31,6,36,5,female
592 ms,592,16000 KB,16000,South Korea,Asia,84,597,453.092115,3816.213501,81.95,312738.6964,101,57,49,44,8,22,3,female
624 ms,624,4400 KB,4400,India,Asia,86,612,466.7930215,3932.87403,58.7195122,230936.4446,97,54,50,43,4,23,3,female
61 ms,61,700 KB,700,Poland,Europe,55,549,282.613175,3173.966483,56.22222222,178447.4489,100,57,47,43,10,11,4,female
685 ms,685,63100 KB,63100,Iran,Asia,45,430,224.4867643,2361.496831,24,56675.92395,107,46,14,61,32,16,2,female
62 ms,62,18100 KB,18100,China,Asia,83,631,448.094519,4022.649881,85.75,344942.2273,125,90,89,35,1,28,6,female
46 ms,46,9100 KB,9100,Belarus,Europe,41,432,200.7497745,2314.462466,18.5,42817.55562,132,61,23,71,38,18,3,female
46 ms,46,19900 KB,19900,China,Asia,100,619,566.2402295,4112.546981,61.55172414,253134.3573,78,53,48,25,5,19,2,female
61 ms,61,15900 KB,15900,China,Asia,107,874,616.2935606,5892.042146,63.87096774,376330.4338,114,70,65,44,5,21,3,female
46 ms,46,4100 KB,4100,China,Asia,85,535,460.0105131,3429.024151,70.3125,241103.2606,99,81,77,18,4,23,3,female
62 ms,62,31500 KB,31500,India,Asia,99,700,557.3135919,4640.549634,53.9,250125.6253,81,56,56,25,0,27,7,female
77 ms,77,4400 KB,4400,Unknown,Unknown,72,453,372.5956925,2794.976026,50.81818182,142035.5998,108,77,63,31,14,20,3,female
109 ms,109,1500 KB,1500,Unknown,Unknown,71,685,369.344822,4212.576777,63.17307692,266121.4368,107,81,77,26,4,25,4,female
62 ms,62,31400 KB,31400,Unknown,Unknown,89,476,487.9979062,3082.449113,57.55102041,177398.0918,102,79,67,23,12,20,1,female
46 ms,46,4100 KB,4100,India,Asia,81,555,433.2506894,3518.616752,73.75,259497.9854,109,80,66,29,14,25,5,female
483 ms,483,31700 KB,31700,Egypt,AsiaAfrica,76,630,401.9471249,3936.194333,55.9137931,220087.5556,106,68,66,38,2,24,3,female
31 ms,31,100 KB,100,Russia,AsiaEurope,75,732,392.6333688,4559.495281,112.75,514083.093,121,111,104,10,7,31,5,female
592 ms,592,1700 KB,1700,Peru,South America,83,601,446.2065082,3831.398698,69.3375,265659.6072,92,71,64,21,7,28,4,female
61 ms,61,47300 KB,47300,China,Asia,109,656,633.6071054,4439.928917,50.34558824,223530.8331,114,38,29,76,9,11,2,female
77 ms,77,31400 KB,31400,India,Asia,38,175,162.6452839,918.3873149,25.3,23235.19907,102,70,67,32,3,15,2,female
46 ms,46,4000 KB,4000,China,Asia,107,619,615.8588276,4172.968065,64.47540984,269053.8262,107,65,47,42,18,28,4,female
140 ms,140,31800 KB,31800,India,Asia,53,485,268.7443162,2778.04142,26.88888889,74698.44708,117,89,85,28,4,25,4,female
639 ms,639,253100 KB,253100,China,Asia,99,737,558.1897755,4885.835829,71.25,348115.8028,92,67,67,25,0,36,11,female
156 ms,156,192800 KB,192800,India,Asia,84,703,452.9546635,4493.799148,64,287603.1455,122,83,78,39,5,23,4,female
62 ms,62,15800 KB,15800,India,Asia,76,603,399.4510684,3767.500291,44.47058824,167542.9541,126,67,48,59,19,18,3,female
31 ms,31,700 KB,700,Ukraine,Europe,70,548,362.4264239,3358.847093,67.69230769,227368.1109,111,66,56,45,10,15,5,female
171 ms,171,31600 KB,31600,China,Asia,99,856,557.6636341,5674.729267,68.56603774,389093.701,80,58,51,22,7,25,4,female
61 ms,61,36200 KB,36200,Kazakhstan,AsiaEurope,72,371,372.8771238,2289.042176,53.125,121605.3656,110,56,50,54,6,14,1,female
405 ms,405,800 KB,800,Taiwan,Asia,84,652,454.1955001,4167.79096,71.33333333,297302.4218,101,46,28,55,18,21,3,female
124 ms,124,27800 KB,27800,China,Asia,101,796,571.5436477,5299.93634,65.79591837,348714.1788,121,88,86,33,2,41,8,female
61 ms,61,2400 KB,2400,China,Asia,106,681,609.3751625,4581.71383,62.4516129,286135.4185,114,70,51,44,19,31,5,female
62 ms,62,5000 KB,5000,China,Asia,100,720,565.1081736,4783.576457,87.13636364,416823.4576,144,95,83,49,12,28,8,female
233 ms,233,31800 KB,31800,Unknown,Unknown,63,623,316.1697866,3723.845392,47.9375,178511.8385,135,77,61,58,16,19,3,female
46 ms,46,4100 KB,4100,China,Asia,113,772,658.4538637,5265.178159,48.53225806,255530.9852,114,87,81,27,6,43,12,female
62 ms,62,15900 KB,15900,India,Asia,84,591,452.9890166,3777.859597,59.59302326,225134.0748,138,68,47,70,21,23,5,female
93 ms,93,16000 KB,16000,India,Asia,82,704,439.460071,4475.716611,65.75581395,294304.3888,125,96,92,29,4,27,2,female
78 ms,78,47000 KB,47000,India,Asia,61,566,301.0709438,3356.797333,53.03571429,178030.1443,118,99,93,19,6,29,2,female
202 ms,202,67300 KB,67300,Iran,Asia,91,737,501.2172393,4796.24465,74.62222222,357906.4341,101,41,41,60,0,18,5,female
62 ms,62,19800 KB,19800,China,Asia,39,209,177.5800856,1104.649064,15.5,17122.06049,110,66,56,44,10,25,6,female
93 ms,93,20800 KB,20800,Spain,Europe,77,746,405.551932,4675.022759,72.1025641,337081.1282,139,105,99,34,6,28,5,female
654 ms,654,98800 KB,98800,Russia,AsiaEurope,76,597,401.2905678,3730.012726,45.23333333,168720.909,144,67,46,77,21,21,6,female
93 ms,93,17500 KB,17500,Japan,Asia,95,633,530.0571158,4158.7186,51.50943396,214213.2411,91,46,41,45,5,16,3,female
77 ms,77,16000 KB,16000,India,Asia,78,574,414.6457617,3607.820874,40.17741935,144952.9322,116,60,38,56,22,18,3,female
46 ms,46,4300 KB,4300,China,Asia,58,524,303.6501074,3069.582041,29.94444444,91916.92891,144,100,93,44,7,30,4,female
124 ms,124,15900 KB,15900,Unknown,Unknown,71,558,369.344822,3431.558893,57.11538462,195994.806,116,75,75,41,0,21,2,female
46 ms,46,19100 KB,19100,China,Asia,99,693,559.9530637,4594.144138,63.72881356,292779.3552,104,80,80,24,0,26,2,female
46 ms,46,15900 KB,15900,China,Asia,121,776,717.5272573,5369.037872,53.77941176,288743.6985,151,86,71,65,15,35,7,female
78 ms,78,35800 KB,35800,Unknown,Unknown,73,520,381.7393272,3218.708771,42.58928571,137082.5075,116,56,39,60,17,20,2,female
46 ms,46,4000 KB,4000,China,Asia,119,771,704.1705935,5315.904496,74.9,398161.2467,109,80,73,29,7,33,4,female
62 ms,62,15800 KB,15800,India,Asia,76,815,398.9944238,5092.060923,56.66666667,288550.119,136,100,99,36,1,28,5,female
46 ms,46,21600 KB,21600,Russia,AsiaEurope,79,622,419.4466845,3920.951625,59.125,231826.2648,123,77,70,46,7,22,1,female
61 ms,61,8500 KB,8500,Bangladesh,Asia,70,568,359.4212455,3481.432754,59.375,206710.0697,131,79,66,52,13,21,5,female
77 ms,77,55000 KB,55000,Indonesia,Asia,123,926,736.6264136,6428.768432,67.20779221,432063.3329,136,56,35,80,21,22,2,female
46 ms,46,16100 KB,16100,China,Asia,90,586,494.2667787,3804.225914,28,106518.3256,101,48,41,53,7,24,1,female
171 ms,171,31700 KB,31700,India,Asia,61,619,308.3880345,3671.126412,29.86111111,109623.9137,206,151,131,55,20,35,12,female
436 ms,436,20100 KB,20100,Serbia,Europe,69,544,353.3374044,3323.037304,39,129598.4549,128,62,47,66,15,19,4,female
62 ms,62,16100 KB,16100,China,Asia,93,618,515.149526,4041.200145,29.11956522,117677.9912,105,50,43,55,7,24,1,female
482 ms,482,141700 KB,141700,Russia,AsiaEurope,109,933,632.9053075,6314.715975,70.52238806,445328.8505,164,121,109,43,12,32,7,female
249 ms,249,6300 KB,6300,China,Asia,141,1102,873.5604711,7867.78559,51.56666667,405715.4769,95,48,45,47,3,35,17,female
62 ms,62,31900 KB,31900,India,Asia,70,512,360.541081,3138.192905,50.18965517,157504.8198,145,93,79,52,14,28,2,female
62 ms,62,32000 KB,32000,India,Asia,78,1014,414.6457617,6373.39785,59.12903226,376852.8471,174,114,102,60,12,26,3,female
62 ms,62,19900 KB,19900,China,Asia,94,870,522.16205,5702.492301,73.79166667,420796.411,178,107,92,71,15,33,6,female
93 ms,93,130500 KB,130500,Iran,Asia,0,0,0,0,0,0,114,68,55,46,13,18,3,female
530 ms,530,173800 KB,173800,India,Asia,75,733,393.7950768,4565.7241,72.38709677,330499.5123,143,121,118,22,3,35,8,female
483 ms,483,173600 KB,173600,India,Asia,75,733,393.7950768,4565.7241,72.38709677,330499.5123,143,121,118,22,3,35,8,female
607 ms,607,129600 KB,129600,India,Asia,61,699,308.3880345,4145.585399,29.86111111,123791.7862,236,163,131,73,32,37,13,female
30 ms,30,600 KB,600,Russia,AsiaEurope,80,526,425.8985773,3325.334178,40.34210526,134150.9814,146,58,46,88,12,20,4,female
62 ms,62,31600 KB,31600,Russia,AsiaEurope,85,547,459.8067162,3505.936842,41.51162791,145537.1457,148,60,47,88,13,21,4,female
514 ms,514,173400 KB,173400,Bangladesh,Asia,126,1079,760.6612396,7528.485037,83.33333333,627373.7531,187,116,79,71,37,39,9,female
31 ms,31,200 KB,200,China,Asia,158,1629,1026.614,11897.85884,47.5210084,565398.2499,146,142,140,4,2,69,2,female
607 ms,607,189200 KB,189200,Bangladesh,Asia,43,229,190.7497228,1242.614629,22.73684211,28253.13261,138,60,46,78,14,24,3,female
109 ms,109,8300 KB,8300,India,Asia,119,1114,705.3002761,7680.826988,133.1666667,1022830.127,148,98,86,50,12,35,10,female
124 ms,124,8300 KB,8300,India,Asia,119,1114,705.3002761,7680.826988,133.1666667,1022830.127,148,98,86,50,12,35,10,female
997 ms,997,31500 KB,31500,India,Asia,130,1263,788.6486326,8869.250548,67.14814815,595553.7498,244,129,85,115,44,24,6,female
156 ms,156,102500 KB,102500,Taiwan,Asia,103,973,586.2775517,6505.965013,49.9375,324891.6278,157,87,79,70,8,28,6,female
62 ms,62,4200 KB,4200,Belarus,Europe,106,873,607.1595682,5873.474557,81.5,478688.1764,217,68,33,149,35,24,10,female
93 ms,93,16200 KB,16200,India,Asia,115,951,674.0507942,6510.061038,58.65151515,381824.9436,169,113,109,56,4,27,11,female
155 ms,155,16100 KB,16100,India,Asia,116,944,680.1484193,6473.934059,68.56349206,443875.5265,167,113,109,54,4,29,10,female
109 ms,109,8900 KB,8900,France,Europe,99,1341,557.3135919,8889.967228,87.24489796,775604.2836,220,86,30,134,56,49,30,female
31 ms,31,15700 KB,15700,China,Asia,153,1408,960.8354139,10218.40208,82.95,847616.4527,244,156,134,88,22,51,26,female
608 ms,608,172800 KB,172800,Bangladesh,Asia,93,743,518.5920309,4858.594997,50.52631579,245486.9051,201,74,56,127,18,27,5,female
888 ms,888,31300 KB,31300,Russia,AsiaEurope,108,672,622.8406536,4539.284401,62.79508197,285044.7361,116,49,44,67,5,26,7,female
124 ms,124,31400 KB,31400,South Korea,Asia,139,1547,850.5795187,11013.00184,104.8732394,1154969.179,226,115,73,111,42,57,35,female
46 ms,46,15900 KB,15900,China,Asia,6,14,15.509775,36.18947501,0,0,152,73,73,79,0,72,38,female
31 ms,31,15900 KB,15900,China,Asia,6,14,15.509775,36.18947501,0,0,152,73,73,79,0,71,38,female
46 ms,46,15900 KB,15900,China,Asia,6,14,15.509775,36.18947501,0,0,152,73,73,79,0,72,38,female
61 ms,61,16000 KB,16000,China,Asia,149,1619,934.9002079,11687.83383,72.18947368,843738.573,334,200,166,134,34,72,40,female
109 ms,109,63500 KB,63500,India,Asia,124,1602,742.2821841,11140.62249,83.3,928013.8534,321,241,221,80,20,55,14,female
93 ms,93,16600 KB,16600,Bangladesh,Asia,47,350,222.5444556,1944.106098,29.16666667,56703.09453,276,66,28,210,38,36,16,female
93 ms,93,16300 KB,16300,India,Asia,107,1507,615.1541399,10159.39075,138.28125,1404853.252,332,175,133,157,42,67,17,female
31 ms,31,900 KB,900,India,Asia,80,1643,437.8703933,10386.92786,50.09090909,520290.6592,504,361,300,143,61,82,25,female
92 ms,92,44300 KB,44300,China,Asia,210,4369,1452.042082,33703.53867,162.4622642,5475553.202,542,264,181,278,83,206,148,female
93 ms,93,47000 KB,47000,India,Asia,62,263,307.3464548,1565.95363,23.32758621,36529.91829,31,24,24,7,0,15,3,male
156 ms,156,5600 KB,5600,Mongolia,Asia,68,258,345.9899115,1570.565413,33.93939394,53304.03826,26,23,23,3,0,16,1,male
77 ms,77,67100 KB,67100,India,Asia,50,313,235.9518742,1766.526987,24.26470588,42864.25778,48,42,39,6,3,18,2,male
202 ms,202,68100 KB,68100,United States,North America,72,418,372.5956925,2579.028651,53.30769231,137482.0658,42,36,35,6,1,26,2,male
202 ms,202,68100 KB,68100,India,Asia,72,418,372.5956925,2579.028651,53.30769231,137482.0658,41,36,36,5,0,26,2,male
248 ms,248,68100 KB,68100,Serbia,Europe,72,418,372.5956925,2579.028651,53.30769231,137482.0658,41,36,36,5,0,26,2,male
77 ms,77,50600 KB,50600,Poland,Europe,67,325,339.6973857,1971.478987,47.61290323,93867.83821,52,43,41,9,2,19,2,male
77 ms,77,72000 KB,72000,India,Asia,50,345,235.9518742,1947.130385,24.26470588,47246.54612,57,51,51,6,0,34,2,male
77 ms,77,72000 KB,72000,India,Asia,50,345,235.9518742,1947.130385,24.26470588,47246.54612,57,51,51,6,0,34,2,male
202 ms,202,35200 KB,35200,India,Asia,65,424,326.4650059,2553.483953,49.5,126397.4557,66,58,58,8,0,25,3,male
62 ms,62,4700 KB,4700,India,Asia,66,420,333.3240179,2538.64553,72,182782.4782,53,50,50,3,0,24,4,male
78 ms,78,67100 KB,67100,Italy,Europe,60,408,295.1851693,2410.011363,56.23076923,135516.7928,65,50,43,15,7,30,2,male
46 ms,46,36800 KB,36800,United States,North America,80,463,428.700868,2927.052708,34.79591837,101849.4871,59,50,48,9,2,26,2,male
61 ms,61,48600 KB,48600,China,Asia,84,448,455.1665461,2863.758205,51,146051.6685,40,30,27,10,3,23,2,male
124 ms,124,4200 KB,4200,India,Asia,61,328,301.3556992,1945.281847,26.44444444,51441.89772,36,27,23,9,4,21,1,male
92 ms,92,68000 KB,68000,Mexico,North America,56,397,270.0391,2305.519904,56,129109.1146,64,55,50,9,5,24,2,male
62 ms,62,75500 KB,75500,China,Asia,55,420,265.2124025,2428.17108,23.47619048,57004.20678,48,42,42,6,0,44,2,male
109 ms,109,115300 KB,115300,South Korea,Asia,33,345,166.4650059,1740.315971,0,0,84,78,78,6,0,28,2,male
62 ms,62,43600 KB,43600,China,Asia,70,448,359.0498112,2745.918792,36.5,100226.0359,77,60,53,17,7,31,2,male
186 ms,186,82000 KB,82000,Unknown,Unknown,41,262,195.0346806,1403.678625,17.5,24564.37594,66,34,17,32,17,14,2,male
202 ms,202,69000 KB,69000,China,Asia,54,399,258.7036718,2296.200113,46.35714286,106445.2767,83,78,78,5,0,34,2,male
62 ms,62,42900 KB,42900,China,Asia,76,515,400.2149912,3217.682669,42.54545455,136897.7718,50,42,40,8,2,33,2,male
139 ms,139,99100 KB,99100,Poland,Europe,75,405,392.6333688,2522.67157,37.31707317,94138.71955,52,39,33,13,6,22,2,male
46 ms,46,5800 KB,5800,China,Asia,85,541,461.2380824,3467.480496,49.2244898,170684.9583,53,39,36,14,3,29,2,male
93 ms,93,36900 KB,36900,Indonesia,Asia,73,424,379.3421297,2624.485613,42.9,112590.4328,59,46,42,13,4,17,2,male
77 ms,77,55400 KB,55400,China,Asia,67,441,339.5249056,2675.145333,40.22857143,107617.2751,72,66,66,6,0,27,2,female
62 ms,62,55700 KB,55700,China,Asia,84,514,455.1665461,3285.651155,41.14,135171.6885,59,54,54,5,0,27,3,male
77 ms,77,55500 KB,55500,China,Asia,82,405,439.8831639,2574.808562,37.41111111,96326.4492,53,41,37,12,4,24,2,male
171 ms,171,52500 KB,52500,South Korea,Asia,93,533,519.2878033,3485.371646,50.68965517,176672.2869,58,50,47,8,3,26,2,male
248 ms,248,121900 KB,121900,Italy,Europe,60,453,294.4615345,2675.82144,49.58064516,132668.9533,63,55,52,8,3,32,2,male
77 ms,77,68000 KB,68000,China,Asia,62,479,307.3464548,2852.060033,51.20689655,146045.1431,65,60,59,5,1,31,3,male
46 ms,46,16600 KB,16600,Belarus,Europe,66,434,332.9300119,2623.267048,19.5,51153.70743,40,34,34,6,0,31,1,male
46 ms,46,7600 KB,7600,India,Asia,53,350,255.6041684,2004.772159,25.41176471,50944.7984,80,74,74,6,0,31,1,female
62 ms,62,37000 KB,37000,China,Asia,85,593,461.7177151,3800.768825,65.45,248760.3196,38,34,34,4,0,36,3,male
